Coin Name,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Price_to_MarketCap_Ratio,Volatility_Index
Sushi,1.06,1.0,1.4,4.7,84.3,114268616.0,192789256.0,250000000.0,204063773.0,5.194454578667425e-09,1.2
Sweat Economy,0.01,0.3,-0.8,-6.9,1.4,1608983.0,7687172145.0,22.1,74825233.0,1.3364475590740894e-10,-0.25
Swell Ethereum,2072.21,0.2,2.6,1.7,22.4,627812.0,47588.0,47.6,98607458.0,2.1014739067708247e-05,1.4000000000000001
SwissBorg,0.21,0.5,-1.4,-2.1,3.5,720191.0,984654858.0,985000000.0,203247409.0,1.0332235034789545e-09,-0.44999999999999996
Synapse,0.4,0.7,-3.6,-3.6,32.7,5746712.0,190117589.0,185000000.0,76120783.0,5.254806693199675e-09,-1.4500000000000002
Synthetix Network,3.43,0.0,5.2,25.4,56.6,5746712.0,326492861.0,327000000.0,1126089485.0,3.045939106695415e-09,2.6
Syscoin,0.09,-0.1,-5.2,-5.5,12.8,5746712.0,354412760.0,120000000.0,67857593.0,1.3263069911719385e-09,-2.65
T-mac DAO,18.76,-0.1,-0.6,-2.4,-0.2,4155.0,1750000.0,120000000.0,32830907.0,5.714127849102677e-07,-0.35
THORChain,5.8,0.9,8.2,-0.2,191.9,832767166.0,300700561.0,120000000.0,1745571533.0,3.322693966045561e-09,4.55
THORSwap,0.615,0.3,5.6,-2.2,112.5,2680123.0,150590517.0,444000000.0,58738052.0,1.0470214436120558e-08,2.9499999999999997
TRAC (Ordinals),2.68,1.0,-0.9,0.3,671.5,651320.0,21000000.0,21000000.0,56271494.0,4.7626245715103993e-08,0.04999999999999999
TRON,0.1,0.4,-0.9,-4.2,10.5,702105088.0,88600097491.0,88.6,8845804888.0,1.1304793771300284e-11,-0.25
Taraxa,0.02,0.2,8.9,75.2,288.3,4156493.0,3583528038.0,10.3,70504468.0,2.8366996542687195e-10,4.55
Tectonic,0.615,-0.8,0.5,-3.5,29.4,303414.0,246714945680322.0,500000000000000.0,46431197.0,1.3245404808323163e-08,-0.15000000000000002
Tectum,11.0,-0.3,14.3,0.6,172.9,1407491.0,5016444.0,10000000.0,55159390.0,1.9942207482715091e-07,7.0
Telcoin,0.615,1.3,-0.6,5.9,103.3,1644898.0,72466058901.0,100000000000.0,187298939.0,3.283521002753785e-09,0.35000000000000003
Tellor Tributes,92.02,0.2,2.7,5.5,7.6,36643736.0,2512060.0,120000000.0,231131361.0,3.981285776273346e-07,1.4500000000000002
Telos,0.09,0.0,-4.2,13.0,44.2,1016328.0,367749756.0,355000000.0,98370357.0,9.149097629075393e-10,-2.1
TempleDAO,1.09,0.0,1.0,-0.4,1.8,90743.0,45002239.0,39.5,98370357.0,1.1080573795213533e-08,0.5
Tenset,0.55,-2.4,-8.8,6.7,198.4,207584.0,167306761.0,167000000.0,92159113.0,5.9679393832707574e-09,-5.6000000000000005
Terra,0.63,1.2,3.8,-3.5,52.0,94707227.0,584959462.0,1.08,367720438.0,1.7132580484960698e-09,2.5
Terra Luna Classic,0.615,0.2,-1.9,-10.4,24.7,5746712.0,5803126436839.0,6.83,420059976.0,1.464076644140931e-09,-0.85
TerraClassicUSD,0.01,-0.1,-0.6,-3.5,14.5,8317300.0,8980996763.0,9.79,116148657.0,8.609656158142234e-11,-0.35
Tether,0.615,0.1,-0.3,-0.1,-0.1,47122466339.0,88308652879.0,88.3,88027617310.0,6.986443786547152e-12,-0.09999999999999999
Tether Gold,1983.96,-0.3,-0.7,1.3,0.4,9019407.0,246524.0,247000.0,489695345.0,4.051416906975091e-06,-0.5
Tezos,0.78,0.5,-4.9,-9.4,16.2,5746712.0,891685800.0,120000000.0,697688139.0,1.1179780139561755e-09,-2.2
The Graph,0.14,1.3,3.9,7.9,61.7,100683146.0,9313462072.0,10000000000.0,1312701409.0,1.0665030070063711e-10,2.6
The Sandbox,0.38,0.5,-4.4,-3.5,23.4,84248957.0,2095031926.0,3000000000.0,795605412.0,4.776236992213925e-10,-1.9500000000000002
Theta Fuel,0.04,0.6,-5.9,-6.9,17.9,3023182.0,6356158193.0,6.36,263645121.0,1.5171909818881116e-10,-2.6500000000000004
Theta Network,0.9,0.3,-2.7,-4.8,46.1,19679426.0,1000000000.0,1000000000.0,904181803.0,9.953750418487464e-10,-1.2000000000000002
ThunderCore,0.615,-0.6,-1.6,-9.8,1.2,1076894.0,10476598254.0,10.5,47746196.0,1.2880607284400206e-08,-1.1
Tokamak Network,2.24,1.9,-1.5,-1.7,55.8,20862469.0,354412760.0,61000000.0,95776871.0,2.338769242106479e-08,0.19999999999999996
Tokenize Xchange,7.26,0.2,-1.6,7.5,33.2,11118952.0,79996000.0,100000000.0,581063456.0,1.2494332460652971e-08,-0.7000000000000001
Tokenlon,0.6,0.1,0.4,-3.5,13.1,224262.0,102025623.0,132000000.0,61734397.0,9.719055002675413e-09,0.25
Toncoin,2.39,0.2,0.4,-3.5,10.9,27257580.0,3453524566.0,5.1,8244520721.0,2.8988950126746855e-10,0.30000000000000004
TriasLab,0.615,0.3,0.3,-7.8,18.0,5746712.0,9980937.0,10000000.0,38544005.0,1.5955788714743056e-08,0.3
Tribe,0.29,-0.6,-0.2,-6.9,14.6,121861.0,455015531.0,120000000.0,130731151.0,2.2182930218368534e-09,-0.4
TrueFi,0.05,1.0,0.8,-1.9,27.5,5578944.0,354412760.0,1.2,48480784.0,1.031336456935185e-09,0.9
TrueUSD,1.0,0.1,-1.2,-3.5,-0.4,5746712.0,3275340425.0,3.28,3275141377.0,3.053303307828473e-10,-0.5499999999999999
Trust Wallet,0.615,0.9,-5.3,-8.2,9.3,54485652.0,354412760.0,1000000000.0,465421402.0,1.3213831537553574e-09,-2.1999999999999997
UFO Gaming,0.615,-0.5,1.8,14.1,90.0,1602977.0,25757575757575.0,25.8,45498418.0,1.3516953490558727e-08,0.65
UMA,1.7,0.1,-3.8,-3.5,23.4,7081034.0,74422743.0,116000000.0,126818479.0,1.340498650831477e-08,-1.8499999999999999
USDC,1.0,0.0,-0.4,0.0,21.5,16458242430.0,24264590094.0,24.3,24120082159.0,4.145922859665165e-11,-0.2
USDD,1.0,0.1,0.0,-0.2,-0.4,52709280.0,725332026.0,120000000.0,722016186.0,1.385010501689778e-09,0.05
UXD Protocol,0.01,1.6,-1.6,1.4,9.9,10201.0,3995967598.0,7000000000.0,41520180.0,2.408467400671192e-10,0.0
Ultima,10654.79,-0.9,-6.4,-11.2,-19.9,8150151.0,14083.0,100000.0,150050783.0,7.100789337433848e-05,-3.6500000000000004
Ultra,0.19,0.2,-2.2,0.3,28.7,1150346.0,355228744.0,1000000000.0,67526312.0,2.8137180066934502e-09,-1.0
Unibot,44.17,0.1,-4.8,-12.3,-31.0,12754233.0,1000000.0,1000000.0,44185440.0,9.996505636245787e-07,-2.35
Unifi Protocol DAO,10.56,0.1,14.9,-3.5,64.4,52337575.0,7495742.0,120000000.0,79135548.0,1.3344192675584936e-07,7.5
Uniswap,5.56,1.5,10.1,6.5,31.8,324382183.0,753766667.0,1000000000.0,98370357.0,5.6521092019621316e-08,5.8
Unizen,0.08,0.9,-3.5,-12.8,47.0,1533085.0,589097895.0,999000000.0,47780516.0,1.6743226464946506e-09,-1.3
Uquid Coin,4.14,0.2,-3.7,-8.3,24.8,15779.0,354412760.0,40000000.0,41390186.0,1.000237109347612e-07,-1.75
UwU Lend,10.59,-0.1,1.6,-6.9,-16.2,2719.0,5590323.0,16000000.0,59171829.0,1.7897030020822915e-07,0.75
VVS Finance,0.615,0.2,-1.6,-6.6,61.5,2358227.0,40349606224412.0,84.9,135761211.0,4.530012626360559e-09,-0.7000000000000001
VeChain,0.02,0.4,-1.7,-5.3,13.3,65941926.0,72714516834.0,86000000000.0,98370357.0,2.0331328064611985e-10,-0.6499999999999999
VeThor,0.615,0.3,-4.0,-6.0,10.3,1273602.0,69568481938.0,120000000.0,90497989.0,6.795731118400874e-09,-1.85
Vega Protocol,1.16,0.3,-1.6,-5.3,-14.1,321225.0,58810795.0,65000000.0,68231130.0,1.7001037502969686e-08,-0.65
Velas,0.02,0.1,-4.0,0.8,131.0,889940.0,2525445015.0,120000000.0,41608867.0,4.806667771078698e-10,-1.95
Veno Finance,0.16,0.6,2.6,-3.5,33.9,90748.0,408775490.0,1.83,98370357.0,1.6265062451689588e-09,1.6
Venus,6.51,0.1,-10.2,-7.5,37.8,28825658.0,15338520.0,29.7,99761512.0,6.52556268393366e-08,-5.05
Verasity,0.01,1.7,1.3,0.4,47.4,22651246.0,10249906818.0,100000000000.0,75221798.0,1.329401884278278e-10,1.5
Verge,0.615,0.2,-1.6,-3.5,-5.8,5746712.0,16521951238.0,16.6,53975589.0,1.1394039627802858e-08,-0.7000000000000001
Verus Coin,1.26,0.2,-1.6,-4.6,90.0,2186.0,69350413.0,83.5,88269185.0,1.4274517205523082e-08,-0.7000000000000001
Viction,1.43,-0.4,1.9,12.7,-2.6,354279.0,354412760.0,100000000.0,138331233.0,1.0337506353319354e-08,0.75
Victoria VR,0.01,0.5,-7.0,1.5,25.5,689470.0,5108261393.0,16.8,40015370.0,2.4990397439783765e-10,-3.25
Virtua,0.05,-0.6,2.5,-2.9,140.5,17066121.0,1193878749.0,1.2,58000404.0,8.620629608028248e-10,0.95
VitaDAO,2.32,0.2,2.5,-2.0,23.7,241053.0,23817382.0,25.7,55092107.0,4.2111295543661086e-08,1.35
Voyager VGX,0.14,0.2,1.0,6.1,24.8,29202655.0,293837084.0,294000000.0,42266647.0,3.3123043803309027e-09,0.6
Vulcan Forged,6.27,0.8,1.5,-7.3,100.8,14682494.0,23897700.0,50000000.0,149952676.0,4.1813191783253004e-08,1.15
WAX,0.06,0.5,-1.6,-5.9,20.7,6744387.0,3370750857.0,3.77,203888921.0,2.942778828085514e-10,-0.55
WEMIX,1.74,-0.2,-2.1,-2.7,70.3,4792920.0,325164508.0,978000000.0,98370357.0,1.7688255416212427e-08,-1.1500000000000001
WINkLink,0.615,0.2,-2.0,-7.0,2.4,5746712.0,961737300000.0,120000000.0,63957496.0,9.615761067318833e-09,-0.9
WOO Network,0.22,0.0,-2.3,-14.8,15.8,22740864.0,1772540815.0,2.23,382123712.0,5.757297783184939e-10,-1.15
Wall Street Memes,0.02,0.0,-8.1,-17.1,-37.4,28483878.0,1811139429.0,120000000.0,34460393.0,5.803764338961543e-10,-4.05
Wanchain,0.2,0.2,-0.6,-3.9,13.5,1095991.0,197343564.0,210000000.0,40156149.0,4.980557274055338e-09,-0.19999999999999998
Waves,2.03,0.3,-3.1,-3.5,28.9,54488248.0,100000000.0,100000000.0,202570656.0,1.0021194777589108e-08,-1.4000000000000001
WazirX,0.11,0.3,-4.0,-9.2,6.1,917078.0,456517027.0,120000000.0,51610373.0,2.1313544856573696e-09,-1.85
WhiteBIT Coin,0.615,0.2,-0.2,0.3,1.0,4962253.0,144118517.0,364000000.0,781967174.0,7.86478026761773e-10,0.0
Wilder World,0.29,-0.4,1.2,-2.6,17.1,539086.0,278114681.0,500000000.0,81539807.0,3.5565450872357348e-09,0.39999999999999997
World Mobile Token,0.13,-0.7,-2.6,-6.3,-1.4,1595380.0,495061974.0,120000000.0,65029496.0,1.999092842423383e-09,-1.65
World$tateCoin,0.05,3.3,0.7,-1.1,-20.8,179973.0,927499686.0,995000000.0,98370357.0,5.082832016152996e-10,2.0
Worldcoin,0.615,2.7,7.7,11.3,70.5,195902550.0,354412760.0,10000000000.0,300460340.0,2.0468591628432556e-09,5.2
Wrapped Beacon ETH,2068.57,0.3,1.7,0.8,20.7,15016672.0,70938.0,70.9,146739074.0,1.4096926903055147e-05,1.0
Wrapped Bitcoin,36410.06,0.4,-1.4,-3.5,18.2,309567762.0,162623.0,163000.0,5917513839.0,6.152931955990648e-06,-0.49999999999999994
Wrapped Centrifuge,0.5,-1.4,2.6,-7.4,54.2,591217.0,360263043.0,120000000.0,181072705.0,2.761321757467532e-09,0.6000000000000001
Wrapped NXM,41.94,0.6,5.0,5.3,31.1,2813704.0,2184877.0,2.18,91678155.0,4.574699392674296e-07,2.8
XCAD Network,0.92,-0.2,-4.0,15.1,30.6,2717879.0,42821728.0,199000000.0,39186512.0,2.347746591990632e-08,-2.1
XDC Network,0.05,0.1,-2.5,-3.9,3.0,14086676.0,354412760.0,37.9,683675610.0,7.313409937206917e-11,-1.2
XRP,0.59,0.1,-1.9,-6.9,12.1,1339890506.0,53718306475.0,100000000000.0,31863926051.0,1.851623679566893e-11,-0.8999999999999999
XYO Network,0.615,-0.2,-1.5,7.3,30.1,5746712.0,13931216938.0,13.9,55725827.0,1.1036175380582508e-08,-0.85
Xido Finance,1.24,0.0,-4.5,-2.8,-19.8,18829.0,28314464.0,100000000.0,35060569.0,3.5367366684779133e-08,-2.25
Yield Guild Games,0.615,0.7,-5.8,-15.5,48.5,35411873.0,283938127.0,1000000000.0,99637697.0,6.172362655070199e-09,-2.55
Zano,2.4,1.2,8.1,150.7,157.8,54915.0,354412760.0,120000000.0,33196112.0,7.229762328793203e-08,4.6499999999999995
Zcash,28.19,0.5,-1.5,-6.1,7.7,42818122.0,14435666.0,21000000.0,407030960.0,6.925763091829673e-08,-0.5
Zebec Protocol,0.01,-0.7,4.6,9.5,30.2,12333295.0,354412760.0,120000000.0,32679059.0,3.0600636327992186e-10,1.9499999999999997
Zenon,0.615,-0.9,32.3,448.0,368.2,5746712.0,10378024.0,10.4,34782563.0,1.7681273228772702e-08,15.7
Zephyr Protocol,44.48,-0.4,53.7,251.1,1941.4,5746712.0,2415561.0,2.42,98370357.0,4.5216873615697053e-07,26.650000000000002
Zilliqa,0.02,0.0,-5.0,-7.1,14.0,5746712.0,17324063149.0,18.4,348448907.0,5.7397224092885446e-11,-2.5
aelf,0.46,0.1,-4.9,1.3,29.4,13393136.0,461329999.0,120000000.0,210325146.0,2.187089887958523e-09,-2.4000000000000004
cDAI,0.02,-0.1,-0.4,-0.1,0.0,4959.0,6938854230.0,6.94,155891640.0,1.2829424336032389e-10,-0.25
cUSDC,0.02,0.1,0.2,0.3,0.4,2.61,6401309257.0,6.4,148317735.0,1.3484564067810232e-10,0.15000000000000002
cWBTC,731.94,-0.2,0.3,1.1,18.5,5746712.0,602088.0,602000.0,440695054.0,1.6608763664499853e-06,0.04999999999999999
crvUSD,0.99,0.0,-0.2,-0.4,-0.7,5746712.0,354412760.0,157000000.0,156006137.0,6.345904199909776e-09,-0.1
dKargo,0.03,-0.4,-2.6,-6.2,20.7,3448376.0,3152916667.0,5000000000.0,108294993.0,2.770211176799282e-10,-1.5
dYdX,0.615,-0.5,12.7,-3.5,65.2,650791208.0,180263183.0,1000000000.0,611927904.0,1.0050203561235213e-09,6.1
e-Radix,0.06,2.1,7.6,32.3,38.3,651247.0,1225232895.0,1.23,67994491.0,8.824244305321735e-10,4.85
eCash,0.615,0.2,-3.6,-3.5,3.0,5746712.0,19558792173093.0,120000000.0,547827392.0,1.1226163732973762e-09,-1.7
eUSD,1.0,0.4,-1.6,-0.2,-1.0,53423.0,354412760.0,120000000.0,115979611.0,8.622205156387359e-09,-0.6000000000000001
iExec RLC,1.42,0.8,-3.4,2.6,39.7,11867966.0,72382548.0,87000000.0,102662015.0,1.3831795528268172e-08,-1.2999999999999998
inSure DeFi,0.615,1.4,-2.4,11.5,69.2,438091.0,354412760.0,88000000000.0,138424432.0,4.442857312934468e-09,-0.5
peg-eUSD,0.96,-0.1,-0.5,-0.5,1.6,34585.0,40646802.0,120000000.0,38906098.0,2.467479519534444e-08,-0.3
sETH2,2012.43,0.6,1.7,0.9,21.5,36596.0,86381.0,86.4,173835150.0,1.1576657540204039e-05,1.15
tBTC,36376.58,0.5,-1.6,1.1,17.8,4494424.0,1621.0,1.62,58955992.0,0.0006170124319170137,-0.55
tomiNet,2.04,0.2,-3.6,-11.5,-13.1,30070435.0,85951707.0,121000000.0,175567288.0,1.1619476630521285e-08,-1.7
xSUSHI,0.615,0.8,1.2,5.1,84.3,45947.0,24762739.0,24.8,35486434.0,1.7330566379253548e-08,1.0
yearn.finance,7919.26,0.2,-2.0,-28.0,21.5,94564990.0,33231.0,36.7,98370357.0,8.050453654447955e-05,-0.9
