2040,2041,2042,2043,2044
mean,mean,mean,mean,mean
88.3168,84.79063829787233,88.3786,90.569,90.60040000000001
446.76403508771926,453.42625,447.7370175438596,467.4980701754386,474.4531578947369
142.21159090909092,138.52977272727273,128.85704545454544,136.97386363636363,132.135
332.04869565217393,327.34608695652173,298.3204347826087,312.4443478260869,316.9530434782609
357.21999999999997,350.96999999999997,325.89,324.27,320.98499999999996
261.4725,260.7133333333333,250.06416666666667,259.89916666666664,263.80583333333334
26.016,24.276,26.172000000000004,25.162,25.15
